4.0; Neil Laughlin
2.6; Benjamin Wells
4.4; David Galles
2.2; Peter Pacheco
4.7; Dean Rader
3.9; Rose Zimbardo
4.9; Paul Lorton
4.4; Peggy Takahashi
3.4; Darrell Schramm
4.8; Tom Lucas
4.5; Paul Zeitz
4.0; Karl Boedecker
4.1; Susan Heidenreich
2.6; Victoria Siu
4.4; Claire Castro
4.8; Kyoko Suda
2.6; Noriko Nagata
3.7; Gary Stevens
3.3; Edward Kaitz
4.6; Brian Dempster
2.9; Raymond Dennehy
2.7; Joel Oberstone
3.9; Dayle Smith
3.8; Victor Squitieri
3.4; David Scalise
4.1; Gregory Pabst
4.0; William Melaugh
2.7; Deneb Karentz
3.2; Juliet Spencer
2.7; Mary Romo
3.3; Patricia Hill
2.8; Marvin Brown
4.4; Jeffrey Paris
4.1; Michael Robertson
3.2; John Green
5.0; David Holler
4.8; Kate Alshamma
3.2; David Stump
4.4; Kathleen McGill
4.9; Carolyn Margiotti
2.4; Patricia Busk
4.1; Jean Audigier
3.8; George Germany
3.6; Scott McElwain
4.0; Nancy Zeigler
3.3; Randy Turoff
2.6; Judy Quittman
4.0; Manuel Vargas
4.1; Mike Stanfield
4.0; Rosemarie Deist
2.9; John Veitch
4.5; Pamela Balls-Organista
4.1; June Clausen
4.6; Marissa Michaels
3.2; Fredel Wiant
3.4; Kathi Black
2.1; Stephen Calvert
3.4; William Edwards
4.9; Mary Brian Kelber
2.9; Timothy Brady
3.2; Paul Chien
4.7; Patricia Schulz
3.0; John Cobley
1.7; Jeff Curtis
2.8; Lawrence Margerum
4.5; Brandon Brown
1.6; Eugene Benton
3.0; Hartmut Fischer
3.8; M Mattlage
4.5; Joshua Gamson
4.0; Lisa Wagner
3.0; Susana Kaiser
4.7; John Stillwell
3.9; Eileen Fung
4.8; Danny Tang
4.2; Stephen Cary
4.1; Tracy Benning
4.4; Christopher Kamrath
4.7; Judy Gilson
3.7; Tracy Seeley
3.1; Gabriel Del Real
4.4; John Durham
4.5; Jerry Duke
4.2; Anna Kwong
4.2; Elizabeth Cooper
4.1; Geraldine Lauro
3.1; John Blackwell
4.4; Tony Fels
4.5; Kara Gardner
3.5; Susan Prion
4.3; Davina Chan
4.9; John Gagnon
0.0; Judith Harr
4.2; Heather Hoag
3.0; Ahmed Bangura
4.8; Ruth Starkman
3.2; Constantino Lavezzo
4.7; Gaelle Corvaisier
5.0; Christine Locard
4.4; Elias Crouch
1.5; Richard Kamler
4.3; Horacio Camblong
4.3; Kathryn Nasstrom
4.6; Ana Urrutia-Jordana
4.0; Rick Desoiza
3.8; Leslie Goldgehn
4.9; Peter Novak
4.4; Shalendra Sharma
3.9; Elizabeth Katz
4.3; Patrick Lannan
4.6; Maria Muradas-Casas
4.8; Marianne O'Grady
2.3; Megan Nicely
0.0; Patrica Lin
5.0; Sydnia Defranco
3.5; Mitchell Friedman
4.9; Mike Duffy
4.4; Dominic Daher
3.5; Annick Wibben
4.9; Sally Higgins
1.4; Linda Walsh
3.5; Diane Roberts
2.7; Linda Shore
3.8; A Banks
4.6; Greg Debourgh
4.2; Rebecca Gordon
4.7; Jerry Boucher
0.0; Chris Delmar
4.3; Colin Silverthorne
4.4; Helen Piserchio
3.6; John Miller
4.5; Julia Orri
4.3; Andrea Henderson
3.5; Susan Campbell
3.7; Daniel Kendall
3.3; Norma Anderson
2.6; Steve Alter
2.8; Reza Majlesi
2.5; L Dube
2.9; Pawel Lutomski
4.8; Carlos Baradello
4.6; Salvadore Aceves
4.0; Robert Elias
4.3; Laura Katherine Thomson
4.6; John Marcovici
4.3; Kerry Dolan
4.3; Sarah Burgess
4.3; Todd Slingsby
4.9; Stephen Rao
3.7; Sami Rollins
4.2; Marylou De Natale
3.9; Maria Gonzalez-Salido
0.0; Maria Massolo
4.7; Susan Mortell
2.2; Karen Van Leuven
4.0; Erick Bell
3.2; D Soares
5.0; Doreen Jones
3.8; C Del Rosario
4.5; Lawrence Louie
4.5; Nicole Brodsky
4.8; Eric Hongisto
4.8; Elahe Shahideh
2.2; Keqian Bi
2.9; Christy M Newman
4.3; T MacDonald
0.0; James Forcier
5.0; Kim Kvaal
3.0; Francesca Rivera
3.5; Roger Chen
4.1; Elias Husary
2.3; Mary Grace Almondrez
3.4; Linda Saytes
4.6; P Hendricks
2.0; M Valencia
4.6; Alfred Kielwasser
3.8; Jorge Aquino
2.6; Van Tran
2.6; Mary Bucknor-Smartt
4.3; Naby Bangoura
5.0; Douglas Powell
3.0; Stephen Hammond
5.0; George Devine
3.5; Pedro Lange-Churion
3.8; Elizabeth Cattermole
4.8; Sunny Wong
4.0; . Leavitt-Alcantara
4.5; Marie-Therese Ellis
4.9; Laurie MacPherson
4.3; Anne Bartlett
1.0; Alexander Dukhovny
0.0; Felicia Aristakumara
5.0; Charlene Lobo
2.3; Richard Stackman
0.0; Bonnie Connor
2.3; Wanjiru Kamau-Rutenberg
5.0; Kathy Rosebrock
2.0; Mary Seed
3.9; Violet Cheung
4.4; Erin Brigham
4.8; Ryan Sloan
3.0; Betsy Stetson
4.0; Anne Boucher
4.9; Brian Chang
3.7; Andrea Smith
3.6; Clive Chafer
1.8; James Kent
5.0; Dikla Shmueli
3.9; David Ganz
0.0; Jim Ken
0.0; Sandy Waldear
1.5; Laurel March
0.0; Ian Robinson
0.0; Maureen O'Sullivan
5.0; Steven Zlutnick
2.3; Antonio Villegas
4.0; Art Bell
0.0; Rick Griego
3.2; Mimi Sheiner
1.0; Claudia Weller
3.9; Andrej Grubacic
1.5; Anthony Scuderi
3.2; Tracey Carter
3.5; Corey Cook
0.0; Kana Mikogami
4.1; Steven Fichera
3.8; Tom Costello
4.6; Helen Nguyen
4.7; Phil Ross
3.3; Cornelia Cott
4.8; Tina Dudum
0.0; Piejie Mao
4.8; Pamela Kamatani
4.9; Kathy Garlick
3.8; Patrick Murphy
4.9; Aurelie Dargent
2.5; Sam Green
4.8; Brandon Hastings
3.3; Aaron Tapper
3.4; Terrence Patterson
5.0; Eileen Harrington
4.0; Yelena Camargo
2.7; Christine Wachsmuth
3.6; David Epstein
3.5; Barry Doyle
4.0; Susan Penner
2.7; Margaret Hansen
1.9; Timothy Tseng
5.0; Ismael Salazar
4.3; Ammon Corl
4.3; Christine Berry
3.4; Samantha Smith
4.2; Stuart McKee
5.0; Sean Michaelson
4.4; Dan Blakley
0.0; Enna Trevethan
2.8; Kim D. Summerhays
3.2; Amy Timko
4.2; Jake McGoldrick
4.8; Ben Baab
4.8; Ryan Wright
0.0; Kristin Pauker
3.5; Katie Faulkner
4.8; Lisa Groesz
4.0; Simmy Palecko
0.0; Michael Stoll
4.3; Amy Franceschini
4.1; Sue Bae
0.0; Heather Cargill
1.5; Roger Nolan
1.5; Pamela Bunnell
4.1; Rene Sanchez
0.0; Shawn Smith
4.0; Allison Leungen
5.0; Rich Stowell
3.3; Elizabeth Wing-Paz
4.3; Gretchen Coffman
3.9; Aung Chein
3.6; Srinivas Garlapati
4.8; David Wiese
5.0; David MacFarlane
0.0; Judith Pace
3.2; Felicia Mak
3.5; Alison Luengen
2.7; Allison Luengen
4.5; Robert Chow
0.0; Veena Singla
3.9; Jamie Stock
0.0; Dionne Margallo
1.0; Elani Stecopolous
5.0; Moira Moody
0.0; Mary Jane Pearson
4.5; David Orth
4.7; Rashad Pridgen
0.0; Luis Ramos
0.0; Lorna Rose
4.8; Susana MacHado
3.9; Nancy Park
3.5; John Bansavich
0.0; Browning Neddeau
3.9; Aparna Venkatesan
4.0; Jenifer Wofford
4.9; Neil Walshe
3.5; Lori Mesrobian
5.0; Joseph Sargent
4.5; Art Karshmer
0.0; Rochelle Urban
4.1; Annabel Lee
3.9; Lorena Borello
4.5; Joshua Mohr
0.0; Xenia Meyer
3.1; Patricia Francis-Lyon
2.5; Sun-Young Park
5.0; Cynthia Brooks-Demartini
4.9; Danny Plotnick
3.0; Anne N. Mairesse
5.0; Gerdenio Manuel
4.2; John Higgins
3.0; Maria Palmo
5.0; Bradley Pawlikowski
0.0; Cynthia De Martini
3.5; Luis Chavez
2.6; Vera Klimkovsky
3.7; Kimberly Rene Cordes
0.0; Kelly Grady
5.0; Shoshana Katzman
3.7; Rose Levinson
2.0; Diane Janice Torkelson
4.5; Jean Lemberger
4.0; Dorie Mercado
0.0; Alicia Bordona
2.5; JO Loomis
3.8; Marcianna Nosek
3.5; Edie Ault
4.0; Alice Butzlaff
3.5; Marissa Elliott-Vizcarrondo
2.4; Tiffany Gallo
0.0; Michael Garcia
4.4; Helen Lie
5.0; Annabel Shabestari
4.5; Valerie Francisco
3.5; Nancy Feehan
3.0; Diana Rickard
2.0; Nancy Rosenbledt
3.4; Jeffrey Ford
3.3; Andrew Ramer
0.0; James Keane
0.0; Thomas Lucas
2.3; Margaret Kuo
4.1; Michael Lenert
0.0; Laura Sachs
0.0; Kirstin Williams
4.5; Scott Rosen
4.9; Scott Rosen
0.0; Zahra Ayubi
4.0; Staney Kwong
0.0; Nathan Johnson
0.0; Anthony Ribera
4.8; Kate Yust Al-Shamma Ph.D.
4.1; Matthew Gaudet
4.7; Barbara Jane-Reyes
4.6; Christina Purpora
5.0; Jaime Minolli
3.6; Kelly Murdoch-Kitt
2.9; Arguello Claudette
4.0; Moira Kuo
3.7; Mike Cifone
4.5; Ilja Gruen
3.3; Lisa Gifford
3.0; DI Qin
2.3; David Uminsky
4.3; Noriko Milman
2.0; Bin Shao
3.7; Seth Foreman
5.0; Kathleen Kane
5.0; Chad Ortega
4.1; Uma Jayakumar
3.5; Michelle Millar
4.6; Gina Stahl-Ricco
4.5; Brad Washington
4.4; Joe Sery
3.6; Dennis Quinn
4.0; Jozsef Horvath
4.7; Joel Gelburd
2.9; Khalid Shaikh
1.5; Olga-Yu Marino
1.5; A B Wilkinson
4.7; Joshua Moritz
0.0; Irene Hsiao
5.0; Michael Bloch
2.8; Larry Souza
4.2; Barunka Hauptmann
4.6; Katherine Lambe
3.8; Benjamin Lempert
2.8; Dmitri Young
4.9; Brad Chase
3.5; Rue Ziegler
3.3; Mark Landis
4.0; Lydie Pierre-Louis
4.8; Teresa Donat
4.9; John Stover
5.0; Jennifer Santos
1.7; Clark Hafen
1.9; Danny Gascón
4.0; Michael Collins
1.5; Nobuko Takamastsu
2.2; Takamatsu Nobuko
2.4; Annesa Flentje
4.4; Mike Lehmann
5.0; Christopher Loperena
1.0; Rhiannon Alpers
1.0; Nancy Green
4.8; Robert Rohr
4.5; Chelsea Miller
4.3; Nancy Cappelloni
4.4; Mark Dowdy
3.6; Yaniv Stopnitzky
3.1; Jie LI
4.0; Melissa Dale
3.8; Brandon Janiak
5.0; Sean San Jose
1.5; Howard De Nike
3.8; Matthew Dance
2.8; M. Antoni Ucerler
5.0; Richard Parenteau
4.5; Judy Meredith
2.8; Meredith Judy
2.1; Linda Henderson
4.9; Jennifer Wells
3.5; Alexis Alabastro
5.0; Abdulrahman Olwi
4.8; Daniel Herman
0.0; Stephen Sauer
2.3; Michael Pastena
4.8; Vadim Keyser
3.4; Juan Pablo Di Cesare
0.0; Kimberly Knowles
5.0; William Ktsanes
1.0; Joann Riniti
4.6; Brant Torres
3.7; Eunkyung Lee
3.7; Christina Lopez
0.0; Daryoush Farsi
0.0; Christopher Thomas
0.0; Magdalena Levin
3.8; Safiyyah Forbes
5.0; Christine Andrade
5.0; Gena Castro-Rodriguez
3.3; Facundo Alonso
3.5; Leopold Podlashuc
4.2; Sara Marinelli
0.0; Nabanita Ghosh
5.0; Harriett Jernigan
3.0; Nabanita Ghosh
2.5; Don Danner
3.9; Dan Morgan
0.0; Scott Murray
5.0; Matthew Montenegro
3.8; Monique Morris
4.9; Orion Steele
4.1; Rabia Kamal
2.0; Wan Liu
4.5; Gopika Prabhu
5.0; Michelle Maxson
4.7; Max Neiman
4.7; Gabriel Milner
1.0; Tamba-Kuii Bailey
2.8; Megan Talbot
3.3; Paolo Gamberini
5.0; Felicia Mazzi
0.0; Judy Tan
1.8; Wan Liu
3.2; Anthony Patino
4.0; Suzan Stryker
3.8; Christian Kaegi
3.3; Eileen Pippins
5.0; Murielle Haddad
5.0; David Gutierrez
4.8; Calla Schmidt
4.5; Jasmin Darznik
1.0; Kevin Potcner
4.6; Jacob Havenar
4.5; Rabia Kamal
1.0; Tina Yu
4.0; Jill Bouchard
1.0; Tina Gwoing Yu
3.6; Deborah Callister
3.5; John O'Shaughnessy
2.9; Kashi Tiwari
5.0; Catherine Quintos
3.8; Maria Samaco-Zamora
0.0; Layla Perez-Gualdron
2.0; Karmela Gertz
1.8; Sue Kwentus
5.0; Greg Lankenau
1.0; Kenneth Schwarz
0.0; Aviva Rossi
3.5; Anita Chang
3.0; Berit Potter
5.0; Matthew Knope
2.0; Pi Ju Liu
4.6; Mitesh Patel
3.6; Anne Wenzel
0.0; William Martinez
4.7; Nathaniel Stevens
3.2; Jennifer Wade
3.3; Loran Simon
0.0; Sophia Tingting Zhao
3.8; Brandon Weiss
1.0; Kim Westerman
2.0; Amy Wenzel
0.0; Thomas MacDonald
4.4; David Hegarty
2.0; Jonathan Littman
2.9; Sarah Minkin
3.5; Natalie Greene
0.0; Kevin Kim
3.4; Amy Martin
3.6; Osita Udekwu
4.4; Carole Scherling
0.0; Cathy Coleman
5.0; Jennifer Kienzle
5.0; Daniel Husman
3.0; Kelly Gola
5.0; David Kaczorowski
3.5; Lauren Haack
4.1; Nicholas Ross
4.0; Andrew Segal
3.8; Alexei Angelides
4.6; Patrick O'Regan Jr
3.8; John Partlan
0.0; Andrea Spero
0.0; Theodore Matula
0.0; Jennifer Mair
4.8; Dan Himelstein
3.3; James Boyd
5.0; Stephanie Hunt
0.0; Marissa Mika
4.5; Erik Burd
1.2; Alex Leyton
4.0; Kathyryn Kenworth
4.4; Ashley Munteanu
4.3; Kimberly Ding
0.0; Lisa Feldstein
1.3; Kathleen Deegan
3.0; Stephen Scholz
5.0; Aaron Nievera
0.0; Alyssa Aninag
5.0; Christie Meno
5.0; Dena Davis
4.7; Lauren Howe
4.6; Nathan Rosidi
0.0; Brent Coleman
0.0; Aaron Horne
1.9; Steven Doctors
2.7; Kathryn Kenworth
3.0; Daniel Amir
0.0; Daryl Kapis
3.5; Bikku Kuruvila
0.0; Paul McWilliams
4.5; Jill Schepmann
0.0; Malik Henfield
2.0; Mark Anthony
3.2; Martin Zelder
0.0; Alexandra Lee
5.0; Aquiline Tarimo
5.0; Noopur Agarwal
4.6; Courtney Masterson
4.8; Gerwyn Hughes
4.5; Maleeha Khan
3.0; Rebecca Tower
5.0; Bruce Snider
2.0; Linda Henderson
0.0; Chris Atterbury
5.0; Freddie Seba
5.0; Amalia Kokkinaki
4.5; Navid Sabbaghi
1.7; Moira Gunn
1.0; Giancarlo Lyle-Edrosolo
1.0; Keith Merron
5.0; James Wilson
3.5; Julia Schulte
4.0; Christina Garcia Lopez
5.0; Susan Wolsborn
5.0; Daniel Sevall
5.0; Yusuf Mullick
5.0; Yasmin Fathi
4.8; Shayna Pastori
3.0; Melinda Nguyen
0.0; Paul Lambert
2.7; Shaina Hammerman
3.2; Chase Arnold
5.0; Laleh Shahideh
2.0; Lisa Sabatini
0.0; Monisha Bajaj
5.0; Novella Carpenter
4.5; Brian Young
5.0; Nicholas Bronson
0.0; Denny Ho
1.0; Tamara Roach
5.0; Kelly Jane Rosenblatt
5.0; Maja Zuckerman
0.0; Jai MacNeil
3.0; Brenda Giarratano
2.0; Guanzi Shen
2.2; Peter Lorentzen
4.0; Rachel Brahinsky
0.0; Kathryn Charlton
5.0; June Grant
4.0; Marie Haverfield
0.0; John Welch
0.0; Anna Wojciuk
0.0; Mary Donnelly
0.0; Catherine Chang
5.0; miranda domico
2.1; Nicole Thometz
2.4; Rui Wang
0.0; Amber Garcia
2.0; Joan Santacreu
0.0; Beth Hoffman
0.0; Julia Guererro
4.4; Virginia Ramos
0.0; Julie Guerrero
4.0; Rebekah Sypniewski Manno
3.5; William Melaugh
5.0; Marija Djordjevic
5.0; Scott Schultz
2.8; Melissa Canlas
5.0; Lisa Leese
4.0; Hannah Archambault
5.0; Johnathan Cromwell
4.5; Nicole Cuadro
5.0; Jean-Pierre (JP) Lacrampe
0.0; Peter Kline
4.5; Daniel Pearce
5.0; Sandra Amundsen
2.0; Annette Clarke
5.0; Brynna Jacobson
0.0; Sarah Hickey
5.0; Richard Callahan
0.0; James Anderson
4.0; Natalie Latteri
1.0; Nadia Fouladian
5.0; Kimberly Connor
0.0; Donna Scarlett
3.3; Rathi Anita
4.5; Paul Intrevado
1.0; Michelle Bealer
5.0; Alessandra Wood
0.0; Michael R Rozendahl
0.0; beth nguyen
1.0; Nickey Hedayat
0.0; Xornam Apedoe
0.0; Aaron Tapper
5.0; Kim Carfore
0.0; Matthew Derfus
3.5; JohnCharles Sander
3.0; Kory O'Rourke
0.0; Manuel Perez
1.0; Madelene Shehan
5.0; David Masterson
0.0; Jennifer Denver
4.5; Marco Durazo
5.0; Mario Lim
0.0; Adam Gorski
5.0; Tamara Porras
0.0; Eddie Chau
0.0; Natacha Ruck
0.0; Tahir Issa
0.0; Inga Gaensler-Debs
0.0; Riya Chajed
1.0; Tanzir Hasan
4.0; Austin Tang
4.5; Hana Bottger
5.0; Cameron Conaway
0.0; Michael Bowe
4.0; Cecilia Titizano
0.0; Jimmy Pirkle
0.0; Sean Choi
0.0; Breane Fulson
0.0; Lauren Sassoubre
4.9; Rick Roberts
0.0; Maria Cecilia dos Santos
0.0; Paul Axelrod
5.0; Gabriel Maxson
5.0; Kailey Kelley
0.0; Irene Duller
0.0; Chenit Ong-Flaherty
0.0; Caleb Davis
0.0; Henning Bauer
5.0; Jean Driscoll
5.0; Noa Bar-Gabai
1.0; Chukwuka Okekenta
2.0; Steve Green
5.0; Daniel Schulze
4.0; Seanny Min
4.7; Meredith Olson
4.8; Marilyn DeLaure
3.6; Barry Kuhn
3.3; Roberto Varea
4.7; Bhavya Mohan
3.5; JaNina Walker
4.1; Laurel Scotland-Stewart
3.5; Karina Hodoyan
4.2; Cathy Goldberg
4.2; Tom Bottger
4.4; John Paul
5.0; Madeleine Lim
4.5; John Zarobell
4.5; James Zarsadiaz
4.0; Tanita Choudhury
5.0; John Ryan
4.7; Nicole Jackson
3.0; Joshua Carboni
2.8; Stephen Huxley
1.5; Joseph Lares
4.0; Caryn Leschen
3.3; Diana Lattimore
4.3; Christian Thompson
0.0; Michael Rozendal
4.8; Matthew Malensek
0.0; Ryan Langan
2.4; Anne Mairesse
4.5; John Hendrix
2.8; Kumiko Uyeda
4.6; Veronica Andrew
2.4; Margaret Maag
3.5; Ricardo Villareal
3.9; Alan Goldberg
3.4; Maria Daltayanni
1.0; Linda Gregory
1.0; Xiaohua Yang
4.7; Saralyn Ruff
0.0; Dorothy Kidd
5.0; Christine Young
4.5; Linda Whitman-Flamm
3.5; Celia Stahr
4.6; Karen Bouwer
4.8; Filip Kovacevic
5.0; Shani Robins
4.3; John Callaway
4.5; Dana Zartner
4.3; Claudine Del Rosario
3.9; Sonja Poole
4.6; Longyuan Du
4.8; Carol Graham
5.0; Brenna Giordano
4.3; Jeremy Doughan
4.5; Ryan West
3.9; Allison Thorson
4.2; Elliot Neaman
2.3; Gleb Nikitenko
3.0; Michael Stevenson
0.0; Surbhi Singh
4.2; Bruce Wydick
4.7; David Ryan
5.0; Caron Coates
